master_order_id,dist_names,retailer_names,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,R_Rank,F_Rank,M_Rank,RFM_Score,Clust,Customer_Segment
26887,DistName7,RetailerID95,263,21,2112.99,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26888,DistName3,RetailerID37,263,7,646.85,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
26890,DistName1,RetailerID150,263,1,126.68,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26891,DistName4,RetailerID95,263,11,2262.77,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26892,DistName3,RetailerID78,263,11,2569.74,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26893,DistName6,RetailerID46,263,5,1397.5,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26894,DistName3,RetailerID34,263,3,1065.58,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
26895,DistName1,RetailerID21,263,4,795.1,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26896,DistName2,RetailerID37,263,1,553.55,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26897,DistName3,RetailerID34,263,3,558.66,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
26898,DistName3,RetailerID37,263,1,385.71,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26899,DistName6,RetailerID86,263,7,1501.7,3,3,2,60.0,60.0,40.0,2.43,0,Low Value Customers
26900,DistName8,RetailerID9,263,11,1628.93,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26901,DistName7,RetailerID95,263,14,1861.15,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26902,DistName3,RetailerID35,263,4,1453.63,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
26903,DistName2,RetailerID42,263,5,2154.95,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
26904,DistName3,RetailerID90,263,5,873.4,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
26905,DistName7,RetailerID8,263,17,3070.51,3,5,1,60.0,100.0,20.0,2.42,3,Low Value Customers
26906,DistName7,RetailerID37,263,4,799.7,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26907,DistName3,RetailerID8,263,13,1440.44,3,5,3,60.0,100.0,60.0,3.56,0,Medium Value Customers
26908,DistName3,RetailerID25,262,5,1026.08,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26909,DistName7,RetailerID86,262,12,3210.98,3,4,1,60.0,80.0,20.0,2.14,3,Low Value Customers
26910,DistName3,RetailerID79,262,7,859.15,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
26911,DistName6,RetailerID60,262,5,1225.02,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26912,DistName6,RetailerID91,262,22,4587.36,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
26913,DistName7,RetailerID98,262,30,5861.57,3,5,1,60.0,100.0,20.0,2.42,2,Low Value Customers
26914,DistName8,RetailerID97,262,23,7643.59,3,5,1,60.0,100.0,20.0,2.42,2,Low Value Customers
26915,DistName3,RetailerID91,262,7,1927.55,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
26916,DistName7,RetailerID92,262,4,1040.22,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
26917,DistName3,RetailerID8,262,4,799.77,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26918,DistName7,RetailerID79,262,6,1311.0,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26919,DistName3,RetailerID37,262,3,1251.6,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
26920,DistName3,RetailerID97,262,8,1942.35,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26921,DistName8,RetailerID90,262,20,2788.73,3,5,1,60.0,100.0,20.0,2.42,3,Low Value Customers
26922,DistName3,RetailerID35,262,6,665.77,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
26923,DistName4,RetailerID98,262,15,3151.47,3,5,1,60.0,100.0,20.0,2.42,3,Low Value Customers
26925,DistName6,RetailerID90,262,25,2506.55,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26926,DistName6,RetailerID94,262,22,2422.67,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26927,DistName3,RetailerID77,262,8,1890.03,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26928,DistName4,RetailerID98,262,10,1896.41,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26929,DistName3,RetailerID77,262,4,912.08,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26930,DistName3,RetailerID54,262,7,891.59,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
26931,DistName6,RetailerID9,262,10,1729.37,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26932,DistName3,RetailerID36,262,6,555.53,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
26933,DistName3,RetailerID95,262,12,3916.56,3,4,1,60.0,80.0,20.0,2.14,1,Low Value Customers
26936,DistName3,RetailerID8,262,2,296.78,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26937,DistName1,RetailerID79,262,2,156.92,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26939,DistName3,RetailerID77,262,3,909.32,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26940,DistName3,RetailerID95,262,5,1681.62,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
26941,DistName6,RetailerID8,262,5,985.59,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26942,DistName3,RetailerID52,262,1,679.14,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
26943,DistName8,RetailerID90,262,9,1556.67,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26944,DistName3,RetailerID5,262,10,3702.61,3,4,1,60.0,80.0,20.0,2.14,1,Low Value Customers
26945,DistName4,RetailerID94,262,5,484.47,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
26947,DistName1,RetailerID21,262,1,1025.72,3,1,3,60.0,20.0,60.0,2.44,0,Low Value Customers
26948,DistName1,RetailerID1,262,1,323.13,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26949,DistName3,RetailerID37,262,1,79.29,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26950,DistName7,RetailerID81,261,4,1009.96,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
26951,DistName7,RetailerID81,261,5,1655.73,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
26952,DistName3,RetailerID8,261,9,2020.93,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26953,DistName4,RetailerID37,261,11,1883.48,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26954,DistName7,RetailerID42,261,5,536.83,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
26955,DistName4,RetailerID98,261,3,743.58,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26956,DistName3,RetailerID127,261,1,417.82,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
26957,DistName7,RetailerID82,261,12,1975.16,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26958,DistName7,RetailerID37,261,11,1613.83,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26959,DistName8,RetailerID95,261,16,2525.53,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26960,DistName6,RetailerID9,261,3,2370.97,3,2,2,60.0,40.0,40.0,2.15,3,Low Value Customers
26961,DistName6,RetailerID55,261,2,594.68,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
26962,DistName6,RetailerID55,261,2,2013.56,3,1,2,60.0,20.0,40.0,1.87,3,Lost Customers
26963,DistName1,RetailerID91,261,6,548.31,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
26964,DistName1,RetailerID31,261,1,1466.1,3,1,3,60.0,20.0,60.0,2.44,0,Low Value Customers
26965,DistName3,RetailerID44,261,3,691.82,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26966,DistName8,RetailerID85,261,14,2035.49,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26967,DistName7,RetailerID55,261,5,374.55,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
26968,DistName7,RetailerID90,261,28,8002.14,3,5,1,60.0,100.0,20.0,2.42,2,Low Value Customers
26969,DistName6,RetailerID74,261,12,1491.53,3,4,2,60.0,80.0,40.0,2.71,0,Potential-Medium Customers
26970,DistName7,RetailerID96,261,16,2303.58,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26971,DistName4,RetailerID80,261,13,4317.78,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
26973,DistName3,RetailerID8,261,1,615.75,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
26974,DistName4,RetailerID79,261,16,4108.5,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
26975,DistName3,RetailerID79,261,3,364.41,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
26976,DistName3,RetailerID95,261,8,685.82,3,4,4,60.0,80.0,80.0,3.85,0,Medium Value Customers
26977,DistName3,RetailerID7,261,4,971.1,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26978,DistName3,RetailerID81,261,10,2504.98,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26979,DistName7,RetailerID95,261,9,674.93,3,4,4,60.0,80.0,80.0,3.85,0,Medium Value Customers
26980,DistName7,RetailerID37,261,2,893.06,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
26981,DistName1,RetailerID79,261,3,778.23,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26983,DistName7,RetailerID91,261,8,588.83,3,4,4,60.0,80.0,80.0,3.85,0,Medium Value Customers
26988,DistName6,RetailerID55,261,3,548.48,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
26989,DistName3,RetailerID58,261,4,743.08,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26990,DistName6,RetailerID91,261,7,1158.86,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26991,DistName4,RetailerID98,261,5,292.19,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
26992,DistName3,RetailerID87,261,4,679.95,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
26993,DistName3,RetailerID86,261,13,2227.45,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26994,DistName7,RetailerID90,261,13,2006.07,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
26995,DistName6,RetailerID9,261,9,2042.3,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
26996,DistName8,RetailerID9,261,4,1259.04,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
26997,DistName6,RetailerID91,261,5,793.44,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
26998,DistName8,RetailerID98,261,5,1396.41,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
26999,DistName3,RetailerID95,260,3,3955.2,3,2,1,60.0,40.0,20.0,1.58,1,Lost Customers
27000,DistName8,RetailerID90,260,15,1841.93,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27001,DistName8,RetailerID9,260,12,1720.19,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27002,DistName7,RetailerID9,260,5,509.99,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27003,DistName3,RetailerID7,260,8,869.02,3,4,4,60.0,80.0,80.0,3.85,0,Medium Value Customers
27004,DistName8,RetailerID9,259,6,1583.31,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
27005,DistName3,RetailerID8,259,7,1423.61,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27006,DistName8,RetailerID9,259,30,5729.31,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27007,DistName7,RetailerID94,259,16,3864.98,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27008,DistName6,RetailerID77,259,11,1331.39,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27009,DistName7,RetailerID81,259,9,1010.77,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27010,DistName6,RetailerID8,259,10,2248.51,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27011,DistName3,RetailerID90,259,5,1108.6,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27012,DistName1,RetailerID43,259,2,899.3,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
27013,DistName8,RetailerID95,259,24,4161.58,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27014,DistName3,RetailerID52,259,8,4667.67,3,4,1,60.0,80.0,20.0,2.14,1,Low Value Customers
27015,DistName7,RetailerID95,259,24,2491.27,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27016,DistName3,RetailerID8,259,8,2323.97,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27017,DistName7,RetailerID81,259,5,930.34,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27018,DistName7,RetailerID94,259,20,4040.14,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27019,DistName1,RetailerID28,259,3,1059.62,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
27020,DistName3,RetailerID90,259,7,1116.91,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27021,DistName7,RetailerID90,259,8,1522.83,3,4,2,60.0,80.0,40.0,2.71,0,Potential-Medium Customers
27022,DistName7,RetailerID37,259,4,361.31,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27023,DistName6,RetailerID55,259,2,458.32,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27024,DistName3,RetailerID95,259,5,384.94,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27025,DistName3,RetailerID44,259,5,727.04,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27026,DistName7,RetailerID94,259,23,2989.3,3,5,1,60.0,100.0,20.0,2.42,3,Low Value Customers
27027,DistName1,RetailerID13,259,3,426.66,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27028,DistName8,RetailerID9,259,14,4481.49,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27029,DistName7,RetailerID98,259,13,4646.7,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27030,DistName3,RetailerID60,259,1,400.0,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27031,DistName4,RetailerID94,259,7,577.61,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27032,DistName6,RetailerID61,259,14,3370.06,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27033,DistName3,RetailerID123,259,1,68.46,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27034,DistName3,RetailerID87,259,8,2665.74,3,4,1,60.0,80.0,20.0,2.14,3,Low Value Customers
27035,DistName6,RetailerID98,259,4,748.48,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27036,DistName1,RetailerID42,259,4,1307.0,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
27037,DistName7,RetailerID9,259,17,4516.04,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27038,DistName7,RetailerID90,259,7,1447.08,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27039,DistName3,RetailerID77,259,5,2487.81,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
27040,DistName1,RetailerID13,259,1,730.73,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
27041,DistName6,RetailerID94,259,8,1686.93,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27042,DistName3,RetailerID90,259,6,1758.66,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
27043,DistName8,RetailerID9,259,3,566.77,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27044,DistName3,RetailerID101,259,1,97.86,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27045,DistName9,RetailerID81,259,10,3082.15,3,4,1,60.0,80.0,20.0,2.14,3,Low Value Customers
27046,DistName1,RetailerID13,259,2,272.1,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27047,DistName7,RetailerID32,259,7,899.67,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27048,DistName9,RetailerID95,259,24,2806.39,3,5,1,60.0,100.0,20.0,2.42,3,Low Value Customers
27049,DistName7,RetailerID37,259,21,3632.5,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27050,DistName3,RetailerID97,259,9,1129.74,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27051,DistName8,RetailerID9,258,7,1240.63,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27052,DistName8,RetailerID9,258,20,2436.96,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27053,DistName9,RetailerID9,258,10,2142.85,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27054,DistName6,RetailerID9,258,9,1831.16,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27055,DistName6,RetailerID8,258,7,904.6,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27056,DistName8,RetailerID94,258,22,4072.01,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27057,DistName3,RetailerID77,258,8,775.5,3,4,4,60.0,80.0,80.0,3.85,0,Medium Value Customers
27058,DistName7,RetailerID90,258,8,1001.12,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27059,DistName7,RetailerID81,258,23,6610.67,3,5,1,60.0,100.0,20.0,2.42,2,Low Value Customers
27060,DistName7,RetailerID49,258,9,1069.25,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27061,DistName7,RetailerID9,258,8,572.55,3,4,5,60.0,80.0,100.0,4.42,0,Top Customers
27062,DistName7,RetailerID81,258,8,1767.04,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27063,DistName7,RetailerID81,258,5,695.19,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27064,DistName6,RetailerID8,258,18,2673.86,3,5,1,60.0,100.0,20.0,2.42,3,Low Value Customers
27065,DistName3,RetailerID35,258,2,249.73,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27066,DistName7,RetailerID81,258,1,372.4,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27067,DistName8,RetailerID81,258,3,370.96,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27068,DistName3,RetailerID91,258,4,223.31,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27069,DistName3,RetailerID35,258,3,513.72,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27070,DistName7,RetailerID81,258,14,1657.28,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27072,DistName7,RetailerID9,258,4,1193.47,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
27073,DistName3,RetailerID85,258,11,3421.32,3,4,1,60.0,80.0,20.0,2.14,1,Low Value Customers
27074,DistName7,RetailerID35,258,4,909.42,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27075,DistName8,RetailerID90,258,8,2179.07,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27076,DistName3,RetailerID95,258,11,1223.95,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27077,DistName6,RetailerID90,258,6,3659.43,3,3,1,60.0,60.0,20.0,1.86,1,Lost Customers
27079,DistName3,RetailerID91,258,6,1113.4,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27082,DistName3,RetailerID85,258,6,682.61,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27083,DistName3,RetailerID136,258,3,413.82,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27085,DistName3,RetailerID90,258,4,831.08,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27087,DistName7,RetailerID8,258,19,4135.54,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27088,DistName3,RetailerID35,258,3,645.19,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27092,DistName3,RetailerID86,258,5,1619.41,3,3,2,60.0,60.0,40.0,2.43,3,Low Value Customers
27093,DistName1,RetailerID32,258,1,90.0,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27094,DistName3,RetailerID8,258,2,905.9,3,1,4,60.0,20.0,80.0,3.01,0,Medium Value Customers
27095,DistName6,RetailerID90,258,11,2338.81,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27096,DistName6,RetailerID85,258,6,601.79,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27097,DistName3,RetailerID62,258,2,1335.72,3,1,3,60.0,20.0,60.0,2.44,0,Low Value Customers
27098,DistName4,RetailerID43,258,12,1528.71,3,4,2,60.0,80.0,40.0,2.71,0,Potential-Medium Customers
27099,DistName1,RetailerID81,258,2,581.2,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27100,DistName3,RetailerID51,258,3,916.8,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27101,DistName3,RetailerID8,258,6,370.51,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27102,DistName3,RetailerID35,258,6,1299.3,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27103,DistName3,RetailerID79,258,3,745.77,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27104,DistName5,RetailerID37,258,4,1268.73,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
27105,DistName3,RetailerID179,258,1,158.68,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27106,DistName3,RetailerID85,258,5,758.34,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27107,DistName3,RetailerID97,258,5,463.2,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27108,DistName6,RetailerID90,258,10,892.57,3,4,4,60.0,80.0,80.0,3.85,0,Medium Value Customers
27109,DistName3,RetailerID91,258,12,2933.96,3,4,1,60.0,80.0,20.0,2.14,3,Low Value Customers
27110,DistName7,RetailerID90,258,15,2496.16,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27111,DistName3,RetailerID85,258,4,496.35,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27112,DistName3,RetailerID52,258,1,2848.0,3,1,1,60.0,20.0,20.0,1.3,3,Lost Customers
27113,DistName8,RetailerID9,258,20,2006.32,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27114,DistName8,RetailerID9,257,8,1797.52,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27115,DistName7,RetailerID37,257,5,720.6,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27117,DistName3,RetailerID95,257,20,2584.81,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27118,DistName3,RetailerID49,257,7,1189.51,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27119,DistName3,RetailerID95,257,6,1539.8,3,3,2,60.0,60.0,40.0,2.43,0,Low Value Customers
27120,DistName3,RetailerID63,257,4,854.37,3,2,4,60.0,40.0,80.0,3.29,0,Medium Value Customers
27121,DistName4,RetailerID98,257,19,4279.1,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27122,DistName3,RetailerID35,257,3,474.68,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27123,DistName4,RetailerID86,257,8,1157.14,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27124,DistName3,RetailerID86,257,4,507.52,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27125,DistName7,RetailerID86,257,25,5456.59,3,5,1,60.0,100.0,20.0,2.42,1,Low Value Customers
27126,DistName9,RetailerID97,257,29,6868.25,3,5,1,60.0,100.0,20.0,2.42,2,Low Value Customers
27127,DistName8,RetailerID9,257,5,900.23,3,3,4,60.0,60.0,80.0,3.57,0,Medium Value Customers
27128,DistName6,RetailerID8,257,10,2429.34,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27129,DistName7,RetailerID37,257,5,517.8,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27130,DistName7,RetailerID98,257,20,2370.47,3,5,2,60.0,100.0,40.0,2.99,3,Potential-Medium Customers
27131,DistName8,RetailerID9,257,7,2731.19,3,3,1,60.0,60.0,20.0,1.86,3,Lost Customers
27132,DistName3,RetailerID97,257,7,1299.67,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27133,DistName3,RetailerID68,257,6,509.37,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27134,DistName3,RetailerID91,257,5,432.79,3,3,5,60.0,60.0,100.0,4.14,0,High Value Customers
27135,DistName6,RetailerID9,257,1,35.97,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27136,DistName1,RetailerID21,257,4,490.24,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27137,DistName6,RetailerID91,257,4,429.6,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27138,DistName3,RetailerID81,257,11,1117.81,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27139,DistName4,RetailerID94,257,1,102.68,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27140,DistName5,RetailerID95,257,7,1472.45,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27141,DistName7,RetailerID81,257,5,1013.08,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27142,DistName6,RetailerID25,257,5,1105.08,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27143,DistName7,RetailerID98,257,12,1591.79,3,4,2,60.0,80.0,40.0,2.71,3,Potential-Medium Customers
27144,DistName7,RetailerID90,257,12,1135.94,3,4,3,60.0,80.0,60.0,3.28,0,Medium Value Customers
27145,DistName1,RetailerID186,257,2,427.11,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27146,DistName3,RetailerID19,257,3,509.87,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27147,DistName7,RetailerID55,257,5,1011.46,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
27149,DistName1,RetailerID20,257,4,303.33,3,2,5,60.0,40.0,100.0,3.86,0,Medium Value Customers
27150,DistName3,RetailerID91,257,4,1124.43,3,2,3,60.0,40.0,60.0,2.72,0,Potential-Medium Customers
27151,DistName3,RetailerID86,257,7,3052.58,3,3,1,60.0,60.0,20.0,1.86,3,Lost Customers
27152,DistName1,RetailerID13,257,1,214.28,3,1,5,60.0,20.0,100.0,3.58,0,Medium Value Customers
27153,DistName6,RetailerID9,257,5,1234.51,3,3,3,60.0,60.0,60.0,3.0,0,Potential-Medium Customers
